Group 1,31.734695206658447,27.224397988406206,28.036974413305828
Group 2,21.96413074437419,11.303949435929798,9.363074798940826
Group 3,30.094702141451197,22.17460010863353,24.444219477849767
Group 4,26.944765448370998,34.080104457356505,25.22837927897821
Group 5,38.07675838705496,35.77801176887562
Group 6,36.91116116964213,34.489183086912035
Group 7,24.516267241360726,18.360017254875217
Group 8,34.997959211310345,14.382431972971684
