5.399585574912920549e+01 -1.844834446782683202e+01 4.034596764773270650e+01
5.786851257137156068e+01 -1.638486516772105261e+01 4.388207514210741778e+01
6.181648944080370001e+01 -1.423738640073361239e+01 4.732904815631353301e+01
6.573272735906000719e+01 -1.201405709717884207e+01 5.086004770906971828e+01
5.085900136814505856e+01 -1.996258412494832868e+01 3.812629559200009055e+01
5.399416122724359468e+01 -1.632136372228882237e+01 3.891383816053338052e+01
5.720464542433483501e+01 -1.259614095578904269e+01 3.961226556719616099e+01
6.038339827067773768e+01 -8.795070071782294718e+00 4.039470783415362831e+01
5.338549756154482395e+01 -2.016171982907123805e+01 3.700271787008691149e+01
5.980289697646625768e+01 -1.523213634859634880e+01 4.110137108133699257e+01
6.629562072938038852e+01 -1.021855050428118616e+01 4.511090913071656416e+01
7.275660617615402259e+01 -5.129104276577880484e+00 4.920447209875443662e+01
6.248609215487263668e+01 -2.127463376762165481e+01 3.633232795267412030e+01
6.651581645562401945e+01 -1.812612740880424766e+01 3.568413185524797626e+01
7.062086444933278528e+01 -1.489362853296737654e+01 3.494682221584309900e+01
7.469416984609813426e+01 -1.158527217070097848e+01 3.429351817679843606e+01
5.571048713430650423e+01 -1.663852638862316624e+01 4.229724132568051687e+01
6.227693139910111597e+01 -1.141751908382486747e+01 4.562858238718776249e+01
6.891870064692375308e+01 -6.112499568365485914e+00 4.887080666693274367e+01
7.552872944320444049e+01 -7.316211179972675893e-01 5.219704620618698243e+01
5.750004469076012725e+01 -2.084487203559855217e+01 4.084695676104847450e+01
6.186609434079370118e+01 -1.816118529611009791e+01 4.031916761656562898e+01
6.630746832881997932e+01 -1.539349619278136494e+01 3.970226331021228106e+01
7.071710122026897238e+01 -1.254995800136460993e+01 3.916937588325995279e+01
