7.357135494137153842e+01 -1.431385093826847310e+00 5.700438690185546875e+01
7.339591302647798443e+01 -1.353550162051720918e+01 3.079287028188120701e+01
6.004741877115878879e+01 -2.768130109382685689e+01 3.716928051887674656e+01
7.567507834562687208e+01 6.068590906173156441e+00 5.279694009334482985e+01
4.544644494137159541e+01 -2.103547762051721293e+01 3.860670006911524865e+01
8.107133094137148532e+01 -1.259063776286598113e+01 3.498748298726471972e+01
8.107133094137148532e+01 -4.749000752189829200e+00 5.006755416164195083e+01
5.115655132435031760e+01 -2.197297462051721340e+01 3.860670006911524865e+01
6.197570026052054004e+01 -2.197297462051721340e+01 4.401627453720035987e+01
6.077357260094606772e+01 -2.291047162051721386e+01 3.620244474996631823e+01
6.437995557966948468e+01 -1.634799262051721058e+01 4.762265751592376262e+01
5.416187047328648418e+01 -1.634799262051721058e+01 3.920776389890248481e+01
6.918846621796734553e+01 -1.634799262051721058e+01 3.620244474996631823e+01
6.558208323924392857e+01 -1.353550162051720918e+01 5.002691283507269304e+01
5.476293430307373455e+01 -1.353550162051720918e+01 4.040989155847695713e+01
7.339591302647798443e+01 -9.785513620517207301e+00 3.740457240954077633e+01
6.978953004775456748e+01 -9.785513620517207301e+00 4.942584900528545688e+01
5.716718962222267919e+01 -9.785513620517207301e+00 4.040989155847695713e+01
5.897038111158437346e+01 -7.910519620517206363e+00 4.040989155847695713e+01
6.978953004775456748e+01 -7.910519620517206363e+00 5.002691283507269304e+01
7.279484919669074827e+01 -7.910519620517206363e+00 3.740457240954077633e+01
6.498101940945670663e+01 -4.160531620517204487e+00 4.221308304783865140e+01
7.459804068605245675e+01 4.276941379482796179e+00 4.942584900528545688e+01
8.013383394137149196e+01 -7.463413563577717014e+00 4.313072142142843290e+01
