7.178755950927734375e+01 -1.027324893498268921e+01 3.475894472575339478e+01
7.210706131208368674e+01 -1.921929941356003724e+01 6.475894472575339478e+01
5.165892511723168212e+01 -2.688728793173762099e+01 4.675890333152821654e+01
5.868799804312966018e+01 -2.305330028338792658e+01 3.775889933369119689e+01
5.709047272818867924e+01 -2.305330031289765103e+01 5.725890232453752304e+01
7.306556672050265888e+01 -1.921929941356003724e+01 5.725894472575339478e+01
5.677097477737967779e+01 -2.433132825846138303e+01 5.125894472575339478e+01
7.105084815019969824e+01 -1.360402522171034256e+01 4.629408365016111304e+01
7.274606491769634431e+01 -2.369232465284871125e+01 4.675894472575339478e+01
5.485396685532607819e+01 -2.624832587480975121e+01 4.225889174253872937e+01
6.436754665767816164e+01 -1.496073135023152290e+01 5.611958971138803776e+01
7.095890618523930016e+01 -2.127626520826293088e+01 4.193710875246446079e+01
6.699503246718234095e+01 -1.474627417427137743e+01 3.925894472575339478e+01
7.274606491769634431e+01 -1.730228859672203612e+01 5.125894472575339478e+01
7.156811057541439425e+01 -1.979893494011737687e+01 5.453177370843371818e+01
6.428525540532652371e+01 -1.598231198631057737e+01 4.029386460607773301e+01
7.291180408109752875e+01 -8.398254934982688269e+00 4.487714587213513084e+01
7.291180408109752875e+01 -1.214824293498269014e+01 5.611959159033705191e+01
6.407517941794347394e+01 -2.297316268345502621e+01 5.666355452660458525e+01
6.299090460559107640e+01 -2.144252779807809617e+01 4.826196744033274655e+01
5.188224910880757079e+01 -3.247030786407404435e+01 4.518802403792435030e+01
7.841442100376411872e+01 -2.872031986407404247e+01 5.103409581138934925e+01
6.492348614192178502e+01 -2.872031986407404247e+01 4.473832620919627345e+01
5.314900149022824394e+01 -2.487534839639880602e+01 4.594916223869668670e+01
