6.184984428972287418e+01 -2.913784849245448072e+01 5.906131500469754769e+01
6.686152927397635892e+01 -2.596756886058599179e+01 5.543029063050678218e+01
7.192296909467405897e+01 -2.284475161315329927e+01 5.182015892522345979e+01
7.701892809648327898e+01 -1.972439028792233273e+01 4.826562714693226752e+01
6.067927303157994601e+01 -2.741486880154614170e+01 5.709593490310727049e+01
6.246957540495559869e+01 -1.940943765321871695e+01 5.643693010109601005e+01
6.430963250446687596e+01 -1.145148303031480808e+01 5.579881782552074299e+01
6.618421960229808576e+01 -3.495977401952984565e+00 5.521631139263991628e+01
5.870622690433378921e+01 -2.764390539868052343e+01 5.693974698477823893e+01
6.125181881624936864e+01 -2.344042994236930610e+01 5.670674919599272101e+01
6.384714570407837186e+01 -1.928441673928763578e+01 5.649464643028127853e+01
6.647701340743570597e+01 -1.513084560308840665e+01 5.633815542296658663e+01
5.744987090922051465e+01 -2.886307990597115491e+01 6.069150620426653830e+01
6.021512845763207622e+01 -2.206962619057065211e+01 5.913135291773871671e+01
6.303012087164844957e+01 -1.532364886938742643e+01 5.759209451181351369e+01
6.587964417092774738e+01 -8.580113549483517232e+00 5.610844904136838096e+01
6.122480724780904637e+01 -2.939645862986264291e+01 5.622530667416231154e+01
6.409099163652570041e+01 -2.438232257481975296e+01 5.490503369496613573e+01
6.700691926784377017e+01 -1.941564868414734946e+01 5.360564051866092683e+01
6.995738760438158010e+01 -1.445143100134511016e+01 5.236185895828100456e+01
6.134539279878322304e+01 -3.150480858218978852e+01 5.630215838603872669e+01
6.263036634948723247e+01 -2.414376145804757812e+01 5.582472465372791248e+01
6.396508303248405980e+01 -1.683019063926357006e+01 5.536817058183660833e+01
6.533433137737821994e+01 -9.519068969483839737e+00 5.496723639573953335e+01
