2.285212402343750000e+02 -2.462236938476562500e+02 -1.212135238647460938e+02
2.378815002441406250e+02 -2.445819091796875000e+02 -1.248441848754882812e+02
2.358650817871093750e+02 -2.472388916015625000e+02 -1.183700332641601562e+02
2.376804199218750000e+02 -2.518977203369140625e+02 -1.183700332641601562e+02
2.347498016357421875e+02 -2.522085571289062500e+02 -1.118958892822265625e+02
2.404056854248046875e+02 -2.488917846679687500e+02 -1.090523986816406250e+02
2.422210083007812500e+02 -2.535505981445312500e+02 -1.090523986816406250e+02
2.286140747070312500e+02 -2.392938385009765625e+02 -1.007629241943359375e+02
2.304293975830078125e+02 -2.439526519775390625e+02 -1.007629241943359375e+02
2.322447357177734375e+02 -2.486114807128906250e+02 -1.007629241943359375e+02
2.340600585937500000e+02 -2.532702941894531250e+02 -1.007629241943359375e+02
2.226618652343750000e+02 -2.446820373535156250e+02 -9.247344970703125000e+01
2.244771881103515625e+02 -2.493408508300781250e+02 -9.247344970703125000e+01
2.262925262451171875e+02 -2.539996795654296875e+02 -9.247344970703125000e+01
2.281078491210937500e+02 -2.586584777832031250e+02 -9.247344970703125000e+01
2.291333465576171875e+02 -2.384582519531250000e+02 -8.497114562988281250e+01
2.309486694335937500e+02 -2.431170654296875000e+02 -8.497114562988281250e+01
2.327640075683593750e+02 -2.477758941650390625e+02 -8.497114562988281250e+01
2.345793304443359375e+02 -2.524347076416015625e+02 -8.497114562988281250e+01
2.363946533203125000e+02 -2.570935363769531250e+02 -8.497114562988281250e+01
