0.77614600,0.22642700,0.58849600
0.64799200,0.02452070,0.76125200
0.46159200,0.69649800,0.54938400
0.55133000,0.82246900,0.13993100
0.56051800,0.10743800,0.82114400
0.12462000,0.93223600,0.33971400
0.61344600,0.03298810,0.78904800
0.94863600,0.26580900,0.17156700
0.75257300,0.59998100,0.27139600
0.38590900,0.68895300,0.61353000
0.78619600,0.19287900,0.58710600
0.74682700,0.11854000,0.65436800
0.40036600,0.65418200,0.64168000
0.10085900,0.90981400,0.40257400
0.17975800,0.93806300,0.29618300
0.08982590,0.91912100,0.38359800
0.78598600,0.22696300,0.57507700
0.22245000,0.94060400,0.25647700
0.77903700,0.21059700,0.59055100
0.74592300,0.31352900,0.58762100
0.73671400,0.67618000,-0.00568019
0.92593200,0.21676800,0.30929200
0.59757800,0.80180400,0.00339746
0.70845100,-0.01886910,0.70550800
0.67707400,0.45600600,0.57760600
0.86331000,0.09102950,0.49639600
0.81547900,0.06218960,0.57543500
0.57185100,0.65158600,0.49842000
0.72027900,0.50663800,0.47383100
0.66270600,0.64696300,0.37717300
0.62101100,0.61302300,0.48841500
0.87068200,0.38381600,0.30756800
0.53290700,0.08405380,0.84198900
0.82796300,0.42358800,0.36749200
0.93838200,0.14301000,0.31462200
0.63030500,0.77618500,-0.01589910
0.73267200,0.59282900,0.33428400
0.58851800,0.80776400,-0.03410760
0.65808300,0.75134400,-0.04907790
0.22063800,0.81824500,0.53084300
0.16352200,0.86722200,0.47030500
0.22472100,0.82872800,0.51255300
0.76836700,0.60462600,-0.20985600
0.77703300,0.59736500,-0.19843100
0.86441100,0.49678600,-0.07744480
0.70744300,0.69870800,-0.10644900
0.12981600,0.87226700,0.47148500
0.77750400,0.22921100,0.58561900
0.60892300,0.55310300,0.56858500
0.66015200,0.71095300,0.24237400
0.78266900,0.00530836,0.62241600
0.79195100,0.17624500,0.58459500
0.73809000,0.34081300,0.58229700
0.73590200,0.33674300,0.58741200
0.43985900,0.76827400,0.46505800
0.42761700,0.58653200,0.68784100
0.21048400,0.93783200,0.27598400
0.02640320,0.81434200,0.57978400
-0.11872300,-0.81012900,0.57410400
-0.02075810,-0.10815300,0.99391700
0.47297700,0.61424800,0.63165800
0.44932800,0.86513400,0.22281800
0.39656900,0.64425400,0.65396500
-0.63132000,0.69449500,0.34512600
0.73376000,-0.17472500,0.65655700
0.76220400,-0.16992000,0.62463700
0.62555300,0.74034400,0.24611800
