52.87150000,13.87970000,36.21830000,0.82280000,0.18011600,0.53903500
-34.68350000,-55.70850000,-16.62730000,-0.39872700,-0.90083700,-0.17178100
3.32434000,0.90444600,76.00050000,0.09776440,0.05122460,0.99389000
76.66660000,3.11655000,26.93400000,0.93668200,0.09706540,0.33646100
4.45359000,9.96355000,71.20190000,0.00986292,0.08056830,0.99670000
69.11970000,7.10048000,45.86770000,0.82983300,0.13418000,0.54163900
20.39020000,71.77630000,40.89110000,0.22833500,0.81666900,0.53001400
54.19250000,37.47170000,31.83320000,0.71491400,0.54824600,0.43396300
24.82440000,65.69510000,29.75000000,0.29931400,0.82359300,0.48177300
44.85040000,63.32660000,8.11937000,0.64837500,0.75526800,0.09580900
3.11633000,48.18050000,61.83600000,0.01776680,0.68051400,0.73251900
-1.30854000,-52.47100000,-35.61390000,-0.02136190,-0.82414000,-0.56598300
70.70880000,-1.25304000,25.71080000,0.93576500,0.03777300,0.35059600
-1.62247000,16.44870000,70.20800000,-0.07508640,0.17119800,0.98237100
-2.93658000,5.09313000,71.15090000,-0.09332650,0.01253030,0.99555700
10.98370000,6.61375000,68.08950000,0.10724200,0.03428160,0.99364200
70.96890000,-6.06012000,25.00710000,0.93979000,-0.03972500,0.33943600
60.19310000,4.87910000,43.98150000,0.79982100,0.11612800,0.58889800
10.22840000,8.93553000,70.99460000,0.09201080,0.06592960,0.99357300
-2.17728000,9.51473000,71.01320000,-0.08278220,0.07427600,0.99379600
0.22738800,-54.16800000,-33.05990000,0.00044365,-0.84818800,-0.52969500
10.64620000,1.03197000,68.49260000,0.10231300,-0.04926030,0.99353200
10.61890000,56.64600000,47.43710000,0.10232900,0.69028800,0.71626200
13.58020000,-3.63532000,67.74850000,0.14313600,-0.11425300,0.98308600
12.54150000,-0.56999200,68.17240000,0.12643800,-0.06677830,0.98972400
49.53930000,0.87682600,41.26170000,0.78173700,-0.01797350,0.62334900
8.68246000,55.85450000,50.76970000,0.07032630,0.66029900,0.74770300
12.82850000,-5.60342000,67.61020000,0.13196400,-0.14338700,0.98082900
54.26440000,52.18430000,14.53550000,0.77683200,0.60232300,0.18368300
-8.28224000,-18.60580000,69.46570000,-0.16233000,-0.30877400,0.93718100
43.24160000,59.89530000,25.08500000,0.62578300,0.70756800,0.32824200
-1.72586000,-45.14320000,-31.58520000,-0.09239190,-0.85612400,-0.50844400
40.17830000,62.12680000,28.40510000,0.57566000,0.72864900,0.37106100
59.44190000,4.47565000,45.03860000,0.78859200,0.11004400,0.60499000
2.28555000,-58.15080000,-31.16610000,0.03101730,-0.87576900,-0.48173300
7.08088000,55.15230000,52.61130000,0.04308140,0.63917400,0.76785400
2.95522000,52.15680000,57.93090000,-0.01852900,0.57382800,0.81876600
-0.24408700,-58.34350000,-9.58982000,-0.06275250,-0.98140300,-0.18141500
-1.86872000,-43.66250000,-36.05580000,-0.08870620,-0.82211200,-0.56237300
56.87610000,11.18810000,56.33000000,0.65776700,0.20371300,0.72515100
65.86390000,-0.47926600,28.48870000,0.93431500,0.03295340,0.35492200
10.51200000,55.58660000,47.39400000,0.10523100,0.68600900,0.71994300
51.74880000,54.86730000,15.75830000,0.74380900,0.63713700,0.20200200
0.19546900,-48.46890000,-33.05580000,-0.05597570,-0.86225000,-0.50338000
51.63720000,55.12050000,15.33980000,0.74142800,0.64205800,0.19505300
12.62740000,58.09830000,44.47850000,0.13419900,0.72050100,0.68034400
54.71620000,11.68400000,58.08260000,0.62580200,0.21093500,0.75091800
-1.76157000,-49.75070000,-25.32300000,-0.09011250,-0.90594800,-0.41368800
70.55490000,-10.19860000,3.82590000,0.99491400,-0.09671270,0.02815770
63.29640000,-24.54550000,18.11560000,0.90229200,-0.34638300,0.25668700
60.55610000,48.47260000,12.83050000,0.83708700,0.52444100,0.15571500
51.75710000,19.61890000,35.57650000,0.80703200,0.26021300,0.53008400
72.39490000,-7.48259000,25.69430000,0.93807600,-0.05935560,0.34130700
51.95790000,18.60030000,35.74900000,0.80979600,0.24643200,0.53244900
62.76250000,-18.52240000,20.77360000,0.91519500,-0.26064400,0.30738000
50.32710000,-30.77410000,47.08130000,0.62258300,-0.46854400,0.62678300
57.92510000,27.79110000,38.57850000,0.79013900,0.34855400,0.50417400
56.91310000,-36.05840000,13.27690000,0.78295500,-0.60129700,0.15944600
67.31990000,21.71540000,28.53450000,0.89809100,0.26119800,0.35384900
42.72230000,55.68620000,1.36778000,0.62290400,0.78228200,-0.00497768
52.70980000,13.64230000,36.54230000,0.82036600,0.17669100,0.54385700
27.16710000,-29.26210000,56.33590000,0.32457300,-0.46119200,0.82580500
51.11920000,15.73820000,38.14850000,0.79826300,0.20575300,0.56607600
13.39850000,-6.73849000,67.66750000,0.14013400,-0.16022100,0.97708400
-2.02256000,-46.79250000,-28.60340000,-0.09736930,-0.87865600,-0.46742200
12.76400000,58.99880000,44.66300000,0.13039200,0.72166300,0.67985400
11.48860000,59.63050000,48.02000000,0.10340300,0.70059300,0.70602900
9.03529000,58.42360000,51.60260000,0.06424220,0.66650200,0.74273100
61.66710000,-1.36984000,48.10080000,0.77799900,0.00279971,0.62825900
62.15070000,-13.66570000,21.29260000,0.92584300,-0.19461500,0.32394400
60.25250000,-13.16260000,21.60980000,0.92180900,-0.18460900,0.34086400
26.79780000,-34.84530000,48.84970000,0.47665700,-0.49544100,0.72617900
-30.70580000,-58.40850000,-7.67174000,-0.34341000,-0.93797700,-0.04762420
25.64080000,-32.76280000,50.94280000,0.46085400,-0.46710800,0.75460200
-30.75400000,-41.79940000,40.05080000,-0.46454100,-0.66608500,0.58355200
1.58165000,-55.23120000,-31.29520000,0.02126780,-0.86434400,-0.50245100
-27.58680000,-37.04740000,47.33670000,-0.41617600,-0.59104200,0.69099000
-35.76920000,-32.18510000,49.04620000,-0.52760000,-0.48298500,0.69883100
-37.22870000,-33.45710000,47.00380000,-0.54740100,-0.50022400,0.67091600
4.05894000,-63.51860000,-28.86480000,0.05473110,-0.90476200,-0.42238600
-34.91960000,-55.62770000,-16.49910000,-0.40198000,-0.89972600,-0.17001400
-30.18820000,-58.64740000,-6.62186000,-0.33655900,-0.94105600,-0.03377690
20.69340000,-24.81140000,57.73460000,0.39617000,-0.36123500,0.84413200
18.88800000,-23.23930000,62.83640000,0.34765200,-0.31745900,0.88224600
21.48050000,-27.78790000,59.89250000,0.38242900,-0.37879700,0.84277000
37.81640000,49.23890000,29.49830000,0.62400700,0.62722700,0.46604800
-2.66181000,13.30380000,70.59250000,-0.09035030,0.12752900,0.98771100
-2.71819000,9.47768000,70.97210000,-0.09111520,0.07370100,0.99310900
-7.70232000,-3.85497000,73.57090000,-0.15779600,-0.11329800,0.98095100
42.13620000,61.74300000,36.41160000,0.56318200,0.67827900,0.47197800
45.51310000,58.72460000,23.01320000,0.65697100,0.69132600,0.30076200
47.96470000,57.17300000,20.89650000,0.69067800,0.67052900,0.27084100
27.35870000,68.13010000,21.33040000,0.38326300,0.88114100,0.27694800
47.39410000,45.73830000,-19.49140000,0.67890400,0.64612700,-0.34872600
-4.60516000,-0.48664800,70.86360000,-0.11467500,-0.06318860,0.99139100
9.96728000,4.61673000,68.64870000,0.09220480,0.00407478,0.99573200
42.23890000,-46.53360000,24.73120000,0.57163300,-0.75913000,0.31138100
48.25700000,-40.22520000,27.50280000,0.66230300,-0.66305100,0.34888000
8.55175000,-8.01567000,67.98220000,0.07157480,-0.18610000,0.97992000
11.87750000,-8.91842000,67.47750000,0.11873200,-0.19510300,0.97356900
9.15424000,2.59602000,71.23770000,0.07442730,-0.02066550,0.99701200
13.07350000,-11.34880000,66.80150000,0.13463500,-0.22696400,0.96455200
48.63680000,-5.24119000,42.48170000,0.76130100,-0.11411000,0.63827900
-5.47870000,-6.84819000,70.10880000,-0.12534800,-0.14812700,0.98099200
51.25670000,56.53840000,26.45480000,0.70281300,0.62482600,0.34007000
47.85820000,57.53290000,20.25070000,0.68947300,0.67472900,0.26337700
50.79280000,55.20940000,18.02110000,0.72970500,0.64320600,0.23198500
4.50662000,50.86890000,56.06490000,0.01172810,0.58393900,0.81171300
7.62521000,52.82970000,51.23980000,0.06254870,0.63905600,0.76661300
1.76106000,46.99840000,58.67950000,-0.02509080,0.53170900,0.84655500
50.49810000,48.00490000,-5.86436000,0.72646200,0.67971400,-0.10120300
29.70250000,57.74980000,28.40050000,0.49338900,0.76119200,0.42089800
-21.57560000,-58.54930000,2.28933000,-0.30118100,-0.95351900,0.00953826
-22.01890000,-58.40420000,2.18874000,-0.30930200,-0.95093300,0.00770105
33.35110000,-52.40000000,-22.98470000,0.44395400,-0.80847700,-0.38635500
47.18680000,46.69450000,-18.99550000,0.67752100,0.65919100,-0.32624000
-6.18484000,-7.83129000,70.63580000,-0.13512000,-0.16234500,0.97743900
40.03880000,63.37650000,34.70140000,0.54273300,0.70928900,0.44983200
35.27130000,53.17490000,25.66010000,0.59024600,0.70455500,0.39397000
40.05400000,61.65510000,27.06410000,0.58226100,0.73182800,0.35411800
