2.56960000,0.02456670,4.33855000
5.95059000,-2.85287000,3.58576000
6.16865000,-0.85163000,2.00071000
1.36963000,0.26649000,-1.68580000
10.05000000,-5.81939000,2.87200000
-3.18160000,-3.54419000,-0.47606000
3.10427000,-3.24486000,4.09047000
2.26140000,0.34202000,-0.77141000
3.12229000,5.69057000,2.58295000
-1.13801000,5.60105000,4.84498000
2.58617000,0.11734200,4.37343000
1.32235000,1.43871000,10.58310000
2.95942000,2.17077000,6.71202000
-3.02833000,-2.00316000,0.23553100
-3.05485000,-3.06952000,-0.35622700
-3.09917000,-2.49658000,-0.01365830
3.68464000,0.32639000,5.24539000
-2.90160000,-2.07929000,-0.00250000
3.07528000,0.20083600,4.72221000
3.08819000,-0.11055600,4.68331000
1.65336000,1.17347000,-1.38833000
3.41210000,0.72814300,-0.76200000
0.70819000,-0.52311000,-1.54526000
5.48796000,-2.77501000,3.27916000
1.63640000,-1.30403000,3.40560000
3.81355000,-3.08272000,2.84753000
4.91218000,-3.04812000,4.15190000
0.80004000,-0.68768000,-1.52776000
1.34628000,-0.23360000,-1.37500000
0.87268300,-0.88475000,-1.56975000
6.48135000,0.00430000,2.66045000
3.26928000,0.37220000,-0.87046700
7.51842000,-2.90920000,5.03078000
2.08855000,0.05373330,-1.18247000
4.01734000,0.93082000,-0.60388000
0.68951100,-0.23727800,-1.30588000
1.21574000,-0.82272000,-1.49002000
2.14050000,1.45178000,-1.35587000
0.70103300,-0.10651100,-1.24120000
-1.98496000,1.72101000,2.49369000
-2.85672000,-1.76015000,0.47403600
-2.05934000,0.70879000,2.16565000
-0.49206000,-0.81206000,-0.96610000
-0.23556700,-0.68446700,-0.96333300
0.41002000,0.11012000,-1.41314000
0.35601700,-0.04046670,-1.00318000
-2.66108000,0.20798800,1.26896000
2.45512000,-0.03359230,4.29229000
0.08213330,-2.77592000,1.93875000
1.86693000,4.03092000,2.13932000
1.85845000,-3.19583000,3.41627000
2.33070000,0.06338890,4.17567000
3.58938000,-0.18975000,5.01903000
2.00426000,-0.47707100,3.85511000
2.12928000,1.89633000,-0.02186670
3.57209000,3.54746000,7.66134000
-2.96120000,-2.40516000,-0.12280000
0.22992500,0.14110000,-0.93217500
1.63687000,-0.33880000,-0.61465000
1.04878000,-0.30995000,1.01350000
2.44067000,2.16507000,6.53831000
-2.07252000,-0.47583300,0.42643300
3.15097000,2.48933000,6.92421000
5.65380000,-1.66275000,4.55165000
3.90660000,-2.86165000,5.57360000
2.55596000,-2.57056000,4.51610000
1.09737000,3.23810000,1.80617000
