-8.83853000,0.37098800,-4.20935000
-4.77898000,11.85430000,-3.74374000
-4.00799000,-2.93740000,1.45873000
6.41544000,-4.16336000,1.69946000
3.71387000,3.92093000,-3.55062000
6.88225000,-2.96299000,5.24481000
3.26505000,10.52610000,1.14006000
0.57393900,-3.64675000,-0.71402200
2.37583000,3.92561000,-6.38303000
-3.77775000,6.68146000,0.93369500
1.78382000,-2.85804000,6.89703000
0.29360600,9.33955000,6.83486000
0.52641400,-4.08602000,-0.58392600
4.00901000,3.60891000,-3.46980000
4.06291000,4.15336000,-3.51582000
2.94056000,4.04263000,-6.43363000
0.48468200,-3.08075000,-0.45059400
0.20649400,-3.83050000,-0.18584700
3.32757000,3.99081000,-3.52335000
4.03139000,3.94403000,-3.52150000
0.19411400,9.44611000,6.66728000
2.97271000,4.72650000,-6.02227000
2.94427000,4.87442000,-6.28254000
2.84501000,4.93366000,-5.98294000
3.05867000,4.43838000,-6.05693000
-9.09098000,2.22484000,-5.48950000
3.40799000,6.33213000,-5.30805000
2.93120000,5.15062000,-5.95195000
-3.99803000,7.01010000,0.75930300
3.89248000,4.55223000,-0.82288700
-3.69213000,6.82775000,0.46680900
5.20353000,19.06610000,6.54810000
-2.99620000,7.47811000,0.57556400
0.29743500,-3.77764000,-0.33562300
-0.04075230,7.53183000,4.96388000
3.84977000,7.21421000,-4.97779000
4.34490000,9.11970000,-3.47656000
4.46235000,15.26170000,4.01632000
4.78424000,17.99590000,6.12212000
7.54357000,-4.09036000,1.94366000
-4.20971000,-2.95077000,1.86954000
2.61963000,4.13593000,-6.60172000
-4.03683000,7.08207000,0.60820200
4.39365000,16.19990000,4.69768000
-3.96991000,6.96614000,0.71078500
2.56247000,4.06070000,-6.54729000
7.78103000,-4.13615000,1.76372000
4.99687000,18.19540000,5.70363000
-4.06363000,-2.94515000,1.71407000
-4.37548000,1.43324000,-1.13590000
-2.22541000,9.13953000,1.15187000
-8.77033000,0.10296600,-4.17980000
2.03920000,-3.03092000,0.09631800
-8.77675000,0.11793200,-4.18466000
-5.87714000,1.02590000,-2.27990000
3.63342000,4.36668000,0.07256090
-1.33528000,1.64958000,0.76542100
-1.80855000,9.03890000,1.31844000
-0.03687740,2.12553000,1.99584000
-3.99549000,-2.98494000,1.74111000
-8.81761000,0.39047800,-4.24695000
2.82414000,5.32735000,-5.59952000
-8.75056000,0.30673000,-4.30719000
2.88847000,5.27806000,-5.61372000
5.28014000,19.10670000,6.45328000
2.98459000,4.87405000,-6.32601000
3.73335000,7.08600000,-4.93216000
4.21712000,8.43603000,-4.10221000
3.31720000,-1.57982000,0.98140300
-7.28750000,0.93049500,-3.00318000
-8.88312000,0.68306000,-3.95505000
-8.95142000,2.31276000,-5.61373000
-4.95001000,11.93980000,-4.09993000
-8.92324000,2.27029000,-5.65233000
4.08664000,8.15699000,-3.71558000
-0.01343290,9.59465000,6.38863000
3.62637000,7.28075000,-4.48748000
3.80076000,4.03880000,-3.36607000
3.82636000,4.05969000,-3.31492000
-0.04588900,4.33862000,2.81411000
-4.77111000,11.85180000,-3.74808000
-4.94629000,11.93180000,-4.08859000
-9.01935000,2.28128000,-5.57529000
-7.18589000,0.57012500,-3.33203000
-7.20164000,0.62194900,-3.31521000
-8.98409000,2.19683000,-5.45530000
4.11446000,3.73909000,-3.48582000
4.11544000,3.95011000,-3.51115000
4.13241000,4.64238000,-0.00040883
-0.10248100,10.87210000,1.01325000
-3.75966000,6.87515000,0.45605000
-3.83610000,6.88337000,0.58341300
-1.38605000,2.04449000,0.55929000
-3.52367000,-2.72125000,6.66300000
3.99548000,4.25250000,-3.49072000
3.05192000,4.31113000,-6.03122000
-0.63356800,10.40110000,1.37760000
-1.41575000,9.50361000,1.33677000
3.18364000,5.94182000,-5.51183000
2.97262000,5.71429000,-5.54016000
3.57219000,4.14593000,-3.53823000
2.97589000,5.67352000,-5.53989000
-8.46074000,3.31703000,-5.38920000
3.92243000,4.26137000,-3.46564000
-1.45423000,9.67648000,0.94958100
-3.85230000,6.92821000,0.49747100
-3.93507000,6.96893000,0.62220500
3.62701000,7.07351000,-4.81360000
2.93405000,4.90052000,-6.25623000
3.64287000,7.12020000,-4.81217000
-3.98657000,-2.97363000,1.72590000
-7.30163000,0.66044300,-3.16686000
1.01298000,12.96460000,1.57396000
1.17879000,12.91570000,1.61116000
0.05454120,8.23571000,5.99192000
-3.62721000,-2.74481000,5.47247000
3.94918000,4.34460000,-2.67216000
-0.66622600,10.17980000,0.96398100
-8.99716000,0.33328600,-3.88765000
-3.61562000,6.76803000,0.50520500
