51.2806,14.2351,41.2726,-3.04966,-1.61475,0.0778686
38.1785,55.1777,7.65656,-0.414557,-2.39515,-2.13864
47.8836,-1.26608,52.8482,2.5242,-2.98253,-0.439512
36.775,45.3305,38.4283,4.46361,-3.42438,-0.028621
45.9861,1.06872,55.5175,6.74989,-6.45195,-1.9626
65.154,17.9646,10.6032,-1.25051,-0.642022,-1.40656
43.5777,-1.06839,56.1497,0.636544,-3.37756,0.916344
4.30088,57.1283,26.8757,-3.53527,-6.31324,-1.65091
50.854,43.7442,19.7961,-1.82611,1.74551,0.798439
49.9132,9.15127,53.1583,-2.36471,0.853483,7.35251
25.9126,52.9733,46.153,-1.78033,4.4994,3.92288
27.6944,42.5867,46.3556,-0.331232,-3.20603,1.43798
